Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Roosville,Montana,3318,US-Canada Border,07-2009,Buses,14,49.0,-115.056,POINT (-115.056027 48.999638)
Wildhorse,Montana,3323,US-Canada Border,05-2009,Trains,0,48.999,-110.215,POINT (-110.215083 48.999361)
Calais,Maine,115,US-Canada Border,07-2010,Buses,80,45.189,-67.275,POINT (-67.275381 45.188548)
Turner,Montana,3306,US-Canada Border,10-2008,Buses,1,49.0,-108.388,POINT (-108.387916 48.999527)
Douglas,Arizona,2601,US-Mexico Border,05-2009,Trains,0,31.334,-109.56,POINT (-109.560344 31.334043)
Nighthawk,Washington,3011,US-Canada Border,06-2009,Trucks,0,49.0,-119.671,POINT (-119.67103 49.000144)
Morgan,Montana,3319,US-Canada Border,11-2008,Trains,0,49.0,-107.832,POINT (-107.831819 48.999829)
Warroad,Minnesota,3423,US-Canada Border,12-2008,Trucks,974,48.999,-95.377,POINT (-95.376555 48.999)
Roma,Texas,2310,US-Mexico Border,06-2010,Bus Passengers,1487,26.404,-99.019,POINT (-99.018981 26.403928)
Alcan,Alaska,3104,US-Canada Border,03-2009,Pedestrians,0,62.615,-141.001,POINT (-141.001444 62.614961)
Piegan,Montana,3316,US-Canada Border,11-2008,Trucks,82,48.998,-113.379,POINT (-113.378777 48.998083)
Warroad,Minnesota,3423,US-Canada Border,03-2010,Trains,193,48.999,-95.377,POINT (-95.376555 48.999)
Turner,Montana,3306,US-Canada Border,05-2009,Buses,0,49.0,-108.388,POINT (-108.387916 48.999527)
Morgan,Montana,3319,US-Canada Border,09-2009,Pedestrians,0,49.0,-107.832,POINT (-107.831819 48.999829)
Alcan,Alaska,3104,US-Canada Border,02-2009,Trucks,492,62.615,-141.001,POINT (-141.001444 62.614961)
Roma,Texas,2310,US-Mexico Border,03-2010,Trucks,696,26.404,-99.019,POINT (-99.018981 26.403928)
Ferry,Washington,3013,US-Canada Border,03-2010,Trains,0,49.0,-118.761,POINT (-118.761166 49.000083)
Del Rio,Texas,2302,US-Mexico Border,02-2009,Buses,1,29.327,-100.928,POINT (-100.927612 29.326784)
Madawaska,Maine,109,US-Canada Border,11-2008,Trucks,2509,47.36,-68.329,POINT (-68.328684 47.360052)
Dalton Cache,Alaska,3106,US-Canada Border,05-2010,Trucks,170,59.451,-136.362,POINT (-136.361944 59.450556)
Brownsville,Texas,2301,US-Mexico Border,10-2009,Trucks,17887,25.952,-97.401,POINT (-97.40067 25.95155)
Porthill,Idaho,3308,US-Canada Border,11-2008,Buses,10,49.0,-116.499,POINT (-116.49925 48.999861)
Roosville,Montana,3318,US-Canada Border,10-2008,Trains,0,49.0,-115.056,POINT (-115.056027 48.999638)
Dunseith,North Dakota,3422,US-Canada Border,10-2009,Pedestrians,0,48.999,-100.052,POINT (-100.052166 48.999277)
Madawaska,Maine,109,US-Canada Border,02-2009,Trains,0,47.36,-68.329,POINT (-68.328684 47.360052)
Del Bonita,Montana,3322,US-Canada Border,06-2010,Pedestrians,0,48.999,-112.788,POINT (-112.78825 48.998555)
Wildhorse,Montana,3323,US-Canada Border,06-2009,Buses,0,48.999,-110.215,POINT (-110.215083 48.999361)
Del Rio,Texas,2302,US-Mexico Border,05-2010,Buses,1,29.327,-100.928,POINT (-100.927612 29.326784)
Roma,Texas,2310,US-Mexico Border,02-2009,Trains,0,26.404,-99.019,POINT (-99.018981 26.403928)
Naco,Arizona,2603,US-Mexico Border,07-2010,Trains,0,31.334,-109.948,POINT (-109.948413 31.334084)
Alcan,Alaska,3104,US-Canada Border,05-2007,Trucks,765,62.615,-141.001,POINT (-141.001444 62.614961)
Turner,Montana,3306,US-Canada Border,08-2008,Bus Passengers,0,49.0,-108.388,POINT (-108.387916 48.999527)
Calais,Maine,115,US-Canada Border,09-2007,Trains,5,45.189,-67.275,POINT (-67.275381 45.188548)
Scobey,Montana,3309,US-Canada Border,12-2007,Trains,0,49.0,-105.408,POINT (-105.407638 48.999527)
Piegan,Montana,3316,US-Canada Border,08-2008,Trucks,50,48.998,-113.379,POINT (-113.378777 48.998083)
Wildhorse,Montana,3323,US-Canada Border,08-2008,Buses,0,48.999,-110.215,POINT (-110.215083 48.999361)
Warroad,Minnesota,3423,US-Canada Border,04-2007,Buses,61,48.999,-95.377,POINT (-95.376555 48.999)
Columbus,New Mexico,2406,US-Mexico Border,05-2007,Trucks,132,31.784,-107.628,POINT (-107.627948 31.783742)
Morgan,Montana,3319,US-Canada Border,11-2006,Trucks,56,49.0,-107.832,POINT (-107.831819 48.999829)
Antler,North Dakota,3413,US-Canada Border,05-2008,Trucks,29,48.999,-101.296,POINT (-101.296055 48.999472)
Calais,Maine,115,US-Canada Border,04-2008,Buses,65,45.189,-67.275,POINT (-67.275381 45.188548)
Roma,Texas,2310,US-Mexico Border,02-2007,Personal Vehicles,86646,26.404,-99.019,POINT (-99.018981 26.403928)
Roseau,Minnesota,3426,US-Canada Border,04-2007,Trucks,398,49.0,-95.766,POINT (-95.766469 48.999538)
Morgan,Montana,3319,US-Canada Border,03-2007,Trucks,50,49.0,-107.832,POINT (-107.831819 48.999829)
Vanceboro,Maine,105,US-Canada Border,02-2008,Trucks,297,45.569,-67.429,POINT (-67.428541 45.568761)
Dalton Cache,Alaska,3106,US-Canada Border,05-2008,Trains,0,59.451,-136.362,POINT (-136.361944 59.450556)
Del Rio,Texas,2302,US-Mexico Border,08-2008,Trucks,4533,29.327,-100.928,POINT (-100.927612 29.326784)
Dunseith,North Dakota,3422,US-Canada Border,05-2007,Trains,0,48.999,-100.052,POINT (-100.052166 48.999277)
Fort Kent,Maine,110,US-Canada Border,03-2007,Buses,2,47.249,-68.604,POINT (-68.603918 47.249206)
Del Rio,Texas,2302,US-Mexico Border,04-2008,Trains,0,29.327,-100.928,POINT (-100.927612 29.326784)
Warroad,Minnesota,3423,US-Canada Border,07-2007,Trucks,1055,48.999,-95.377,POINT (-95.376555 48.999)
Warroad,Minnesota,3423,US-Canada Border,02-2007,Trucks,919,48.999,-95.377,POINT (-95.376555 48.999)
Bridgewater,Maine,127,US-Canada Border,07-2007,Trucks,1401,46.45,-67.785,POINT (-67.78484 46.450335)
Alcan,Alaska,3104,US-Canada Border,08-2008,Trucks,531,62.615,-141.001,POINT (-141.001444 62.614961)
Tornillo,Texas,2404,US-Mexico Border,06-2007,Trains,0,31.435,-106.143,POINT (-106.142669 31.435334)
Wildhorse,Montana,3323,US-Canada Border,03-2007,Trains,0,48.999,-110.215,POINT (-110.215083 48.999361)
Maida,North Dakota,3416,US-Canada Border,02-2007,Trains,0,49.0,-98.365,POINT (-98.36525 49.00025)
Sweetgrass,Montana,3310,US-Canada Border,02-2008,Trucks,10669,48.998,-111.96,POINT (-111.959611 48.998388)
Fort Fairfield,Maine,107,US-Canada Border,08-2008,Buses,0,46.765,-67.789,POINT (-67.789471 46.765323)
Roma,Texas,2310,US-Mexico Border,07-2007,Trains,0,26.404,-99.019,POINT (-99.018981 26.403928)
Andrade,California,2502,US-Mexico Border,05-2007,Trucks,39,32.718,-114.728,POINT (-114.72832 32.718143)
Alcan,Alaska,3104,US-Canada Border,08-2007,Trucks,682,62.615,-141.001,POINT (-141.001444 62.614961)
Roma,Texas,2310,US-Mexico Border,02-2007,Train Passengers,0,26.404,-99.019,POINT (-99.018981 26.403928)
Calais,Maine,115,US-Canada Border,06-2007,Train Passengers,14,45.189,-67.275,POINT (-67.275381 45.188548)
Andrade,California,2502,US-Mexico Border,07-2007,Trains,0,32.718,-114.728,POINT (-114.72832 32.718143)
Fort Kent,Maine,110,US-Canada Border,09-2007,Trains,0,47.249,-68.604,POINT (-68.603918 47.249206)
Scobey,Montana,3309,US-Canada Border,09-2022,Truck Containers Empty,4,49.0,-105.408,POINT (-105.407638 48.999527)
Brownsville,Texas,2301,US-Mexico Border,09-2022,Rail Containers Loaded,1400,25.952,-97.401,POINT (-97.40067 25.95155)
Sasabe,Arizona,2606,US-Mexico Border,09-2022,Pedestrians,31,31.483,-111.544,POINT (-111.544363 31.483039)
Lukeville,Arizona,2602,US-Mexico Border,09-2022,Buses,43,31.88,-112.817,POINT (-112.817077 31.880195)
Dalton Cache,Alaska,3106,US-Canada Border,09-2022,Personal Vehicle Passengers,3242,59.451,-136.362,POINT (-136.361944 59.450556)
Willow Creek,Montana,3325,US-Canada Border,09-2022,Personal Vehicles,216,49.0,-109.731,POINT (-109.731333 48.999972)
Calexico East,California,2507,US-Mexico Border,09-2022,Bus Passengers,426,32.673,-115.388,POINT (-115.388018 32.673389)
Otay Mesa,California,2506,US-Mexico Border,09-2022,Truck Containers Empty,20964,32.55,-116.939,POINT (-116.938538 32.55033)
Laredo,Texas,2304,US-Mexico Border,09-2022,Trains,410,27.5,-99.507,POINT (-99.507412 27.499561)
Ketchikan,Alaska,3102,US-Canada Border,09-2022,Personal Vehicle Passengers,94,55.342,-131.648,POINT (-131.647804 55.34208)
Sarles,North Dakota,3409,US-Canada Border,09-2022,Trucks,46,49.0,-98.938,POINT (-98.938361 49.000027)
Fortuna,North Dakota,3417,US-Canada Border,09-2022,Truck Containers Empty,38,49.0,-103.809,POINT (-103.80925 48.999555)
Portal,North Dakota,3403,US-Canada Border,09-2022,Personal Vehicles,5402,48.999,-102.552,POINT (-102.551944 48.998944)
Oroville,Washington,3019,US-Canada Border,09-2022,Personal Vehicles,10109,49.0,-119.462,POINT (-119.461833 49.000083)
Fort Fairfield,Maine,107,US-Canada Border,09-2022,Personal Vehicle Passengers,6351,46.765,-67.789,POINT (-67.789471 46.765323)
Alcan,Alaska,3104,US-Canada Border,09-2022,Buses,1,62.615,-141.001,POINT (-141.001444 62.614961)
Progreso,Texas,2309,US-Mexico Border,09-2022,Pedestrians,89529,26.062,-97.95,POINT (-97.949958 26.062133)
Sumas,Washington,3009,US-Canada Border,09-2022,Buses,9,49.002,-122.265,POINT (-122.264805 49.002388)
Calais,Maine,115,US-Canada Border,09-2022,Pedestrians,96,45.189,-67.275,POINT (-67.275381 45.188548)
Otay Mesa,California,2506,US-Mexico Border,09-2022,Trucks,90711,32.55,-116.939,POINT (-116.938538 32.55033)
Laurier,Washington,3016,US-Canada Border,09-2022,Personal Vehicles,1620,49.0,-118.224,POINT (-118.223777 49.000083)
Neche,North Dakota,3404,US-Canada Border,09-2022,Personal Vehicle Passengers,1156,49.001,-97.557,POINT (-97.557333 49.000527)
Detroit,Michigan,3801,US-Canada Border,09-2022,Personal Vehicles,232583,42.332,-83.048,POINT (-83.047924 42.331685)
Portal,North Dakota,3403,US-Canada Border,09-2022,Truck Containers Empty,1847,48.999,-102.552,POINT (-102.551944 48.998944)
Rio Grande City,Texas,2307,US-Mexico Border,09-2022,Trucks,4094,26.366,-98.803,POINT (-98.802513 26.365761)
Ysleta,Texas,2401,US-Mexico Border,09-2022,Personal Vehicle Passengers,470906,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Carbury,North Dakota,3421,US-Canada Border,09-2022,Personal Vehicles,425,48.999,-100.556,POINT (-100.555805 48.999416)
Sweetgrass,Montana,3310,US-Canada Border,09-2022,Rail Containers Empty,583,48.998,-111.96,POINT (-111.959611 48.998388)
Vanceboro,Maine,105,US-Canada Border,09-2022,Truck Containers Loaded,10,45.569,-67.429,POINT (-67.428541 45.568761)
Eastport,Maine,103,US-Canada Border,09-2022,Trucks,163,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Hidalgo,Texas,2305,US-Mexico Border,09-2022,Bus Passengers,14582,26.095,-98.271,POINT (-98.271092 26.095032)
International Falls,Minnesota,3604,US-Canada Border,09-2022,Rail Containers Loaded,36633,48.608,-93.401,POINT (-93.401355 48.6078)
Warroad,Minnesota,3423,US-Canada Border,09-2022,Truck Containers Empty,207,48.999,-95.377,POINT (-95.376555 48.999)
Alcan,Alaska,3104,US-Canada Border,09-2022,Truck Containers Loaded,139,62.615,-141.001,POINT (-141.001444 62.614961)
Norton,Vermont,211,US-Canada Border,09-2022,Truck Containers Empty,178,45.011,-71.793,POINT (-71.793219 45.010771)
Champlain Rouses Point,New York,712,US-Canada Border,09-2022,Pedestrians,433,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Fortuna,North Dakota,3417,US-Canada Border,09-2022,Personal Vehicle Passengers,1166,49.0,-103.809,POINT (-103.80925 48.999555)
Maida,North Dakota,3416,US-Canada Border,09-2022,Truck Containers Empty,72,49.0,-98.365,POINT (-98.36525 49.00025)
Northgate,North Dakota,3406,US-Canada Border,09-2022,Truck Containers Empty,219,48.999,-102.275,POINT (-102.27475 48.998833)
Skagway,Alaska,3103,US-Canada Border,09-2022,Pedestrians,39,59.63,-135.164,POINT (-135.164444 59.629722)
Point Roberts,Washington,3017,US-Canada Border,09-2022,Truck Containers Empty,337,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Santa Teresa,New Mexico,2408,US-Mexico Border,09-2022,Personal Vehicle Passengers,96869,31.784,-106.679,POINT (-106.679437 31.783939)
Hannah,North Dakota,3408,US-Canada Border,09-2022,Trucks,1,49.0,-98.694,POINT (-98.693777 49.000138)
Sumas,Washington,3009,US-Canada Border,09-2022,Trucks,12493,49.002,-122.265,POINT (-122.264805 49.002388)
Eastport,Idaho,3302,US-Canada Border,09-2022,Bus Passengers,55,49.001,-116.181,POINT (-116.181027 49.000555)
Roosville,Montana,3318,US-Canada Border,09-2022,Trucks,681,49.0,-115.056,POINT (-115.056027 48.999638)
Alexandria Bay,New York,708,US-Canada Border,09-2022,Personal Vehicles,38418,44.347,-75.984,POINT (-75.983592 44.347229)
Massena,New York,704,US-Canada Border,09-2022,Personal Vehicles,62672,44.991,-74.74,POINT (-74.739722 44.990556)
Massena,New York,704,US-Canada Border,09-2022,Personal Vehicle Passengers,99445,44.991,-74.74,POINT (-74.739722 44.990556)
Boundary,Washington,3015,US-Canada Border,09-2022,Trucks,5,49.001,-117.628,POINT (-117.627583 49.00075)
Porthill,Idaho,3308,US-Canada Border,09-2022,Truck Containers Empty,144,49.0,-116.499,POINT (-116.49925 48.999861)
Presidio,Texas,2403,US-Mexico Border,09-2022,Personal Vehicle Passengers,99622,29.562,-104.395,POINT (-104.394907 29.561827)
Dalton Cache,Alaska,3106,US-Canada Border,09-2022,Trucks,92,59.451,-136.362,POINT (-136.361944 59.450556)
Piegan,Montana,3316,US-Canada Border,09-2022,Trucks,148,48.998,-113.379,POINT (-113.378777 48.998083)
Van Buren,Maine,108,US-Canada Border,09-2022,Personal Vehicles,4359,47.16,-67.931,POINT (-67.930799 47.159645)
Otay Mesa,California,2506,US-Mexico Border,09-2022,Buses,190,32.55,-116.939,POINT (-116.938538 32.55033)
Tornillo,Texas,2404,US-Mexico Border,09-2022,Personal Vehicles,34570,31.435,-106.143,POINT (-106.142669 31.435334)
Westhope,North Dakota,3419,US-Canada Border,09-2022,Truck Containers Loaded,9,49.0,-101.017,POINT (-101.017277 48.999611)
Laredo,Texas,2304,US-Mexico Border,09-2022,Buses,2212,27.5,-99.507,POINT (-99.507412 27.499561)
Port Huron,Michigan,3802,US-Canada Border,09-2022,Personal Vehicle Passengers,138268,42.999,-82.424,POINT (-82.423611 42.998611)
Del Rio,Texas,2302,US-Mexico Border,09-2022,Pedestrians,10000,29.327,-100.928,POINT (-100.927612 29.326784)
Sumas,Washington,3009,US-Canada Border,09-2022,Personal Vehicles,38231,49.002,-122.265,POINT (-122.264805 49.002388)
Detroit,Michigan,3801,US-Canada Border,09-2022,Truck Containers Empty,26228,42.332,-83.048,POINT (-83.047924 42.331685)
Naco,Arizona,2603,US-Mexico Border,09-2022,Personal Vehicles,25754,31.334,-109.948,POINT (-109.948413 31.334084)
Dunseith,North Dakota,3422,US-Canada Border,09-2022,Personal Vehicle Passengers,8083,48.999,-100.052,POINT (-100.052166 48.999277)
Blaine,Washington,3004,US-Canada Border,09-2022,Rail Containers Empty,6296,48.994,-122.749,POINT (-122.748884 48.994045)
Turner,Montana,3306,US-Canada Border,09-2022,Personal Vehicle Passengers,635,49.0,-108.388,POINT (-108.387916 48.999527)
Nogales,Arizona,2604,US-Mexico Border,09-2022,Bus Passengers,12061,31.333,-110.943,POINT (-110.942516 31.332839)
Antler,North Dakota,3413,US-Canada Border,09-2022,Truck Containers Loaded,24,48.999,-101.296,POINT (-101.296055 48.999472)
Highgate Springs,Vermont,212,US-Canada Border,09-2022,Rail Containers Loaded,1066,45.015,-73.085,POINT (-73.085037 45.015414)
Houlton,Maine,106,US-Canada Border,09-2022,Trucks,6577,46.135,-67.781,POINT (-67.781288 46.134879)
Jackman,Maine,104,US-Canada Border,09-2022,Rail Containers Loaded,1934,45.806,-70.397,POINT (-70.396722 45.805661)
Raymond,Montana,3301,US-Canada Border,09-2022,Truck Containers Loaded,1151,48.999,-104.574,POINT (-104.574333 48.999194)
Northgate,North Dakota,3406,US-Canada Border,09-2022,Rail Containers Empty,141,48.999,-102.275,POINT (-102.27475 48.998833)
Beecher Falls,Vermont,206,US-Canada Border,09-2022,Trucks,781,45.013,-71.505,POINT (-71.505309 45.013411)
Antler,North Dakota,3413,US-Canada Border,09-2022,Trucks,130,48.999,-101.296,POINT (-101.296055 48.999472)
Sherwood,North Dakota,3414,US-Canada Border,09-2022,Truck Containers Loaded,40,48.999,-101.628,POINT (-101.627527 48.999305)
Frontier,Washington,3020,US-Canada Border,09-2022,Trucks,1289,49.0,-117.832,POINT (-117.831527 49.0005)
Metaline Falls,Washington,3025,US-Canada Border,09-2022,Buses,2,49.0,-117.299,POINT (-117.299444 48.999972)
Boundary,Washington,3015,US-Canada Border,09-2022,Rail Containers Loaded,561,49.001,-117.628,POINT (-117.627583 49.00075)
Vanceboro,Maine,105,US-Canada Border,09-2022,Personal Vehicles,861,45.569,-67.429,POINT (-67.428541 45.568761)
Algonac,Michigan,3814,US-Canada Border,09-2022,Personal Vehicle Passengers,4442,42.618,-82.531,POINT (-82.5311 42.6183)
Richford,Vermont,203,US-Canada Border,09-2022,Rail Containers Empty,5,45.012,-72.589,POINT (-72.588559 45.01174)
Douglas,Arizona,2601,US-Mexico Border,09-2022,Trucks,2429,31.334,-109.56,POINT (-109.560344 31.334043)
Van Buren,Maine,108,US-Canada Border,09-2022,Trains,57,47.16,-67.931,POINT (-67.930799 47.159645)
Madawaska,Maine,109,US-Canada Border,09-2022,Pedestrians,22,47.36,-68.329,POINT (-68.328684 47.360052)
Pinecreek,Minnesota,3425,US-Canada Border,09-2022,Truck Containers Loaded,5,49.0,-95.978,POINT (-95.977694 48.999916)
Calexico East,California,2507,US-Mexico Border,09-2022,Truck Containers Loaded,21081,32.673,-115.388,POINT (-115.388018 32.673389)
Roma,Texas,2310,US-Mexico Border,09-2022,Personal Vehicles,62452,26.404,-99.019,POINT (-99.018981 26.403928)
San Ysidro,California,2504,US-Mexico Border,09-2022,Buses,1041,32.543,-117.029,POINT (-117.028761 32.542528)
Trout River,New York,715,US-Canada Border,09-2022,Rail Containers Loaded,1981,44.992,-74.308,POINT (-74.308172 44.992058)
Whitlash,Montana,3321,US-Canada Border,09-2022,Personal Vehicles,25,48.997,-111.258,POINT (-111.257916 48.99725)
Champlain Rouses Point,New York,712,US-Canada Border,09-2022,Train Passengers,108,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Laredo,Texas,2304,US-Mexico Border,09-2022,Personal Vehicles,385290,27.5,-99.507,POINT (-99.507412 27.499561)
Laurier,Washington,3016,US-Canada Border,09-2022,Truck Containers Empty,474,49.0,-118.224,POINT (-118.223777 49.000083)
Eagle Pass,Texas,2303,US-Mexico Border,09-2022,Rail Containers Loaded,11921,28.705,-100.512,POINT (-100.511977 28.705483)
Port Huron,Michigan,3802,US-Canada Border,09-2022,Train Passengers,512,42.999,-82.424,POINT (-82.423611 42.998611)
Opheim,Montana,3317,US-Canada Border,09-2022,Personal Vehicle Passengers,173,49.0,-106.378,POINT (-106.377583 48.999527)
Del Rio,Texas,2302,US-Mexico Border,09-2022,Truck Containers Loaded,5024,29.327,-100.928,POINT (-100.927612 29.326784)
Progreso,Texas,2309,US-Mexico Border,09-2022,Truck Containers Loaded,1915,26.062,-97.95,POINT (-97.949958 26.062133)
Sault Sainte Marie,Michigan,3803,US-Canada Border,09-2022,Train Passengers,46,46.509,-84.361,POINT (-84.360833 46.508611)
Dunseith,North Dakota,3422,US-Canada Border,09-2022,Trucks,1935,48.999,-100.052,POINT (-100.052166 48.999277)
Andrade,California,2502,US-Mexico Border,09-2022,Personal Vehicles,42358,32.718,-114.728,POINT (-114.72832 32.718143)
Nogales,Arizona,2604,US-Mexico Border,09-2022,Rail Containers Empty,2486,31.333,-110.943,POINT (-110.942516 31.332839)
Blaine,Washington,3004,US-Canada Border,09-2022,Truck Containers Empty,9266,48.994,-122.749,POINT (-122.748884 48.994045)
Calais,Maine,115,US-Canada Border,09-2022,Trains,19,45.189,-67.275,POINT (-67.275381 45.188548)
San Luis,Arizona,2608,US-Mexico Border,09-2022,Personal Vehicle Passengers,455313,32.485,-114.782,POINT (-114.7822222 32.485)
Highgate Springs,Vermont,212,US-Canada Border,09-2022,Bus Passengers,2752,45.015,-73.085,POINT (-73.085037 45.015414)
Nogales,Arizona,2604,US-Mexico Border,09-2022,Buses,611,31.333,-110.943,POINT (-110.942516 31.332839)
Jackman,Maine,104,US-Canada Border,09-2022,Trucks,5354,45.806,-70.397,POINT (-70.396722 45.805661)
Del Bonita,Montana,3322,US-Canada Border,09-2022,Trucks,59,48.999,-112.788,POINT (-112.78825 48.998555)
El Paso,Texas,2402,US-Mexico Border,09-2022,Trucks,14794,31.764,-106.451,POINT (-106.451188 31.764363)
Highgate Springs,Vermont,212,US-Canada Border,09-2022,Train Passengers,31,45.015,-73.085,POINT (-73.085037 45.015414)
Norton,Vermont,211,US-Canada Border,09-2022,Trains,17,45.011,-71.793,POINT (-71.793219 45.010771)
Bridgewater,Maine,127,US-Canada Border,09-2022,Pedestrians,2,46.45,-67.785,POINT (-67.78484 46.450335)
Jackman,Maine,104,US-Canada Border,09-2022,Pedestrians,24,45.806,-70.397,POINT (-70.396722 45.805661)
Buffalo Niagara Falls,New York,901,US-Canada Border,09-2022,Personal Vehicles,269604,43.095,-79.056,POINT (-79.055847 43.09549)
Grand Portage,Minnesota,3613,US-Canada Border,09-2022,Personal Vehicle Passengers,20885,48.001,-89.585,POINT (-89.58515 48.001427)
Baudette,Minnesota,3424,US-Canada Border,09-2022,Personal Vehicle Passengers,13713,48.719,-94.59,POINT (-94.590467 48.719109)
Eastport,Maine,103,US-Canada Border,09-2022,Truck Containers Loaded,90,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Otay Mesa,California,2506,US-Mexico Border,09-2022,Personal Vehicles,472830,32.55,-116.939,POINT (-116.938538 32.55033)
Pembina,North Dakota,3401,US-Canada Border,09-2022,Truck Containers Loaded,16468,49.0,-97.237,POINT (-97.237036 49.000453)
Derby Line,Vermont,209,US-Canada Border,09-2022,Truck Containers Empty,808,45.006,-72.099,POINT (-72.099279 45.005739)
