Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Sasabe,Arizona,2606,US-Mexico Border,10-2022,Personal Vehicle Passengers,4735,31.483,-111.544,POINT (-111.544363 31.483039)
Northgate,North Dakota,3406,US-Canada Border,10-2022,Rail Containers Loaded,462,48.999,-102.275,POINT (-102.27475 48.998833)
Calexico East,California,2507,US-Mexico Border,10-2022,Buses,119,32.673,-115.388,POINT (-115.388018 32.673389)
Kenneth G Ward,Washington,3023,US-Canada Border,10-2022,Truck Containers Loaded,2020,49.002,-122.485,POINT (-122.485027 49.002277)
Sumas,Washington,3009,US-Canada Border,10-2022,Rail Containers Empty,231,49.002,-122.265,POINT (-122.264805 49.002388)
Roma,Texas,2310,US-Mexico Border,10-2022,Personal Vehicle Passengers,114423,26.404,-99.019,POINT (-99.018981 26.403928)
Port Angeles,Washington,3007,US-Canada Border,10-2022,Bus Passengers,201,48.122,-123.431,POINT (-123.430694 48.121858)
Oroville,Washington,3019,US-Canada Border,10-2022,Buses,6,49.0,-119.462,POINT (-119.461833 49.000083)
Piegan,Montana,3316,US-Canada Border,10-2022,Truck Containers Empty,23,48.998,-113.379,POINT (-113.378777 48.998083)
Ysleta,Texas,2401,US-Mexico Border,10-2022,Truck Containers Loaded,36441,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Tecate,California,2505,US-Mexico Border,10-2022,Personal Vehicles,88968,32.576,-116.626,POINT (-116.626216 32.576428)
Progreso,Texas,2309,US-Mexico Border,10-2022,Personal Vehicle Passengers,229214,26.062,-97.95,POINT (-97.949958 26.062133)
Van Buren,Maine,108,US-Canada Border,10-2022,Trains,41,47.16,-67.931,POINT (-67.930799 47.159645)
Ogdensburg,New York,701,US-Canada Border,10-2022,Trucks,3299,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Jackman,Maine,104,US-Canada Border,10-2022,Truck Containers Loaded,1970,45.806,-70.397,POINT (-70.396722 45.805661)
Highgate Springs,Vermont,212,US-Canada Border,10-2022,Personal Vehicle Passengers,70957,45.015,-73.085,POINT (-73.085037 45.015414)
El Paso,Texas,2402,US-Mexico Border,10-2022,Rail Containers Empty,6544,31.764,-106.451,POINT (-106.451188 31.764363)
Portal,North Dakota,3403,US-Canada Border,10-2022,Truck Containers Loaded,6106,48.999,-102.552,POINT (-102.551944 48.998944)
Whitlash,Montana,3321,US-Canada Border,10-2022,Personal Vehicles,39,48.997,-111.258,POINT (-111.257916 48.99725)
Rio Grande City,Texas,2307,US-Mexico Border,10-2022,Truck Containers Loaded,3743,26.366,-98.803,POINT (-98.802513 26.365761)
Trout River,New York,715,US-Canada Border,10-2022,Truck Containers Empty,773,44.992,-74.308,POINT (-74.308172 44.992058)
Jackman,Maine,104,US-Canada Border,10-2022,Personal Vehicle Passengers,17392,45.806,-70.397,POINT (-70.396722 45.805661)
Skagway,Alaska,3103,US-Canada Border,10-2022,Pedestrians,1,59.63,-135.164,POINT (-135.164444 59.629722)
Del Rio,Texas,2302,US-Mexico Border,10-2022,Truck Containers Empty,1772,29.327,-100.928,POINT (-100.927612 29.326784)
San Ysidro,California,2504,US-Mexico Border,10-2022,Bus Passengers,28889,32.543,-117.029,POINT (-117.028761 32.542528)
Walhalla,North Dakota,3407,US-Canada Border,10-2022,Personal Vehicles,1103,49.0,-97.908,POINT (-97.908416 49.000472)
Naco,Arizona,2603,US-Mexico Border,10-2022,Truck Containers Empty,150,31.334,-109.948,POINT (-109.948413 31.334084)
Alexandria Bay,New York,708,US-Canada Border,10-2022,Truck Containers Empty,2152,44.347,-75.984,POINT (-75.983592 44.347229)
Dunseith,North Dakota,3422,US-Canada Border,10-2022,Trucks,2209,48.999,-100.052,POINT (-100.052166 48.999277)
Metaline Falls,Washington,3025,US-Canada Border,10-2022,Bus Passengers,24,49.0,-117.299,POINT (-117.299444 48.999972)
Boundary,Washington,3015,US-Canada Border,10-2022,Train Passengers,84,49.001,-117.628,POINT (-117.627583 49.00075)
Laurier,Washington,3016,US-Canada Border,10-2022,Truck Containers Empty,562,49.0,-118.224,POINT (-118.223777 49.000083)
Detroit,Michigan,3801,US-Canada Border,10-2022,Personal Vehicle Passengers,447099,42.332,-83.048,POINT (-83.047924 42.331685)
Roseau,Minnesota,3426,US-Canada Border,10-2022,Personal Vehicle Passengers,3325,49.0,-95.766,POINT (-95.766469 48.999538)
Dalton Cache,Alaska,3106,US-Canada Border,10-2022,Truck Containers Loaded,11,59.451,-136.362,POINT (-136.361944 59.450556)
Santa Teresa,New Mexico,2408,US-Mexico Border,10-2022,Personal Vehicles,51632,31.784,-106.679,POINT (-106.679437 31.783939)
Nogales,Arizona,2604,US-Mexico Border,10-2022,Rail Containers Loaded,4541,31.333,-110.943,POINT (-110.942516 31.332839)
Pinecreek,Minnesota,3425,US-Canada Border,10-2022,Truck Containers Loaded,2,49.0,-95.978,POINT (-95.977694 48.999916)
Cape Vincent,New York,706,US-Canada Border,10-2022,Personal Vehicle Passengers,385,44.135,-76.352,POINT (-76.352489 44.134917)
Kenneth G Ward,Washington,3023,US-Canada Border,10-2022,Truck Containers Empty,2796,49.002,-122.485,POINT (-122.485027 49.002277)
Otay Mesa,California,2506,US-Mexico Border,10-2022,Personal Vehicle Passengers,773084,32.55,-116.939,POINT (-116.938538 32.55033)
Frontier,Washington,3020,US-Canada Border,10-2022,Truck Containers Loaded,410,49.0,-117.832,POINT (-117.831527 49.0005)
Pembina,North Dakota,3401,US-Canada Border,10-2022,Truck Containers Loaded,18259,49.0,-97.237,POINT (-97.237036 49.000453)
Champlain Rouses Point,New York,712,US-Canada Border,10-2022,Truck Containers Empty,3237,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
El Paso,Texas,2402,US-Mexico Border,10-2022,Rail Containers Loaded,2617,31.764,-106.451,POINT (-106.451188 31.764363)
Laredo,Texas,2304,US-Mexico Border,10-2022,Buses,2277,27.5,-99.507,POINT (-99.507412 27.499561)
Buffalo Niagara Falls,New York,901,US-Canada Border,10-2022,Rail Containers Loaded,8709,43.095,-79.056,POINT (-79.055847 43.09549)
Progreso,Texas,2309,US-Mexico Border,10-2022,Truck Containers Loaded,2662,26.062,-97.95,POINT (-97.949958 26.062133)
Ysleta,Texas,2401,US-Mexico Border,10-2022,Pedestrians,117876,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Eagle Pass,Texas,2303,US-Mexico Border,10-2022,Personal Vehicles,247894,28.705,-100.512,POINT (-100.511977 28.705483)
Port Huron,Michigan,3802,US-Canada Border,10-2022,Train Passengers,633,42.999,-82.424,POINT (-82.423611 42.998611)
Sumas,Washington,3009,US-Canada Border,10-2022,Truck Containers Empty,3056,49.002,-122.265,POINT (-122.264805 49.002388)
Tornillo,Texas,2404,US-Mexico Border,10-2022,Pedestrians,2714,31.435,-106.143,POINT (-106.142669 31.435334)
Otay Mesa,California,2506,US-Mexico Border,10-2022,Truck Containers Empty,21763,32.55,-116.939,POINT (-116.938538 32.55033)
Scobey,Montana,3309,US-Canada Border,10-2022,Trucks,19,49.0,-105.408,POINT (-105.407638 48.999527)
Porthill,Idaho,3308,US-Canada Border,10-2022,Personal Vehicle Passengers,7845,49.0,-116.499,POINT (-116.49925 48.999861)
Sault Sainte Marie,Michigan,3803,US-Canada Border,10-2022,Trucks,2842,46.509,-84.361,POINT (-84.360833 46.508611)
Pembina,North Dakota,3401,US-Canada Border,10-2022,Trucks,21893,49.0,-97.237,POINT (-97.237036 49.000453)
Roosville,Montana,3318,US-Canada Border,10-2022,Truck Containers Empty,486,49.0,-115.056,POINT (-115.056027 48.999638)
Sweetgrass,Montana,3310,US-Canada Border,10-2022,Trucks,12463,48.998,-111.96,POINT (-111.959611 48.998388)
Presidio,Texas,2403,US-Mexico Border,10-2022,Truck Containers Empty,367,29.562,-104.395,POINT (-104.394907 29.561827)
Eastport,Maine,103,US-Canada Border,10-2022,Bus Passengers,152,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Van Buren,Maine,108,US-Canada Border,10-2022,Personal Vehicles,6287,47.16,-67.931,POINT (-67.930799 47.159645)
Calexico,California,2503,US-Mexico Border,10-2022,Personal Vehicles,414120,32.673,-115.388,POINT (-115.388018 32.673389)
Sarles,North Dakota,3409,US-Canada Border,10-2022,Truck Containers Loaded,14,49.0,-98.938,POINT (-98.938361 49.000027)
Metaline Falls,Washington,3025,US-Canada Border,10-2022,Truck Containers Loaded,10,49.0,-117.299,POINT (-117.299444 48.999972)
Sherwood,North Dakota,3414,US-Canada Border,10-2022,Trucks,176,48.999,-101.628,POINT (-101.627527 48.999305)
Turner,Montana,3306,US-Canada Border,10-2022,Personal Vehicles,462,49.0,-108.388,POINT (-108.387916 48.999527)
Portal,North Dakota,3403,US-Canada Border,10-2022,Rail Containers Loaded,14870,48.999,-102.552,POINT (-102.551944 48.998944)
Westhope,North Dakota,3419,US-Canada Border,10-2022,Truck Containers Empty,55,49.0,-101.017,POINT (-101.017277 48.999611)
Skagway,Alaska,3103,US-Canada Border,10-2022,Truck Containers Loaded,141,59.63,-135.164,POINT (-135.164444 59.629722)
Opheim,Montana,3317,US-Canada Border,10-2022,Buses,1,49.0,-106.378,POINT (-106.377583 48.999527)
Detroit,Michigan,3801,US-Canada Border,10-2022,Trains,128,42.332,-83.048,POINT (-83.047924 42.331685)
Vanceboro,Maine,105,US-Canada Border,10-2022,Truck Containers Empty,41,45.569,-67.429,POINT (-67.428541 45.568761)
Algonac,Michigan,3814,US-Canada Border,10-2022,Personal Vehicles,2587,42.618,-82.531,POINT (-82.5311 42.6183)
Columbus,New Mexico,2406,US-Mexico Border,10-2022,Pedestrians,19181,31.784,-107.628,POINT (-107.627948 31.783742)
Richford,Vermont,203,US-Canada Border,10-2022,Train Passengers,19,45.012,-72.589,POINT (-72.588559 45.01174)
Blaine,Washington,3004,US-Canada Border,10-2022,Personal Vehicles,222595,48.994,-122.749,POINT (-122.748884 48.994045)
Madawaska,Maine,109,US-Canada Border,10-2022,Personal Vehicle Passengers,29634,47.36,-68.329,POINT (-68.328684 47.360052)
Point Roberts,Washington,3017,US-Canada Border,10-2022,Pedestrians,629,49.002,-123.068,POINT (-123.068055556 49.0020555547)
San Luis,Arizona,2608,US-Mexico Border,10-2022,Trucks,3318,32.485,-114.782,POINT (-114.7822222 32.485)
Columbus,New Mexico,2406,US-Mexico Border,10-2022,Trucks,2740,31.784,-107.628,POINT (-107.627948 31.783742)
Buffalo Niagara Falls,New York,901,US-Canada Border,10-2022,Pedestrians,16718,43.095,-79.056,POINT (-79.055847 43.09549)
Columbus,New Mexico,2406,US-Mexico Border,10-2022,Bus Passengers,760,31.784,-107.628,POINT (-107.627948 31.783742)
Laredo,Texas,2304,US-Mexico Border,10-2022,Personal Vehicles,393338,27.5,-99.507,POINT (-99.507412 27.499561)
Fort Fairfield,Maine,107,US-Canada Border,10-2022,Truck Containers Empty,599,46.765,-67.789,POINT (-67.789471 46.765323)
Calexico East,California,2507,US-Mexico Border,10-2022,Trains,21,32.673,-115.388,POINT (-115.388018 32.673389)
Fort Kent,Maine,110,US-Canada Border,10-2022,Trucks,787,47.249,-68.604,POINT (-68.603918 47.249206)
Alcan,Alaska,3104,US-Canada Border,10-2022,Truck Containers Empty,340,62.615,-141.001,POINT (-141.001444 62.614961)
Hannah,North Dakota,3408,US-Canada Border,10-2022,Personal Vehicle Passengers,51,49.0,-98.694,POINT (-98.693777 49.000138)
Sault Sainte Marie,Michigan,3803,US-Canada Border,10-2022,Train Passengers,44,46.509,-84.361,POINT (-84.360833 46.508611)
Limestone,Maine,118,US-Canada Border,10-2022,Personal Vehicles,673,46.925,-67.79,POINT (-67.789597 46.924555)
Eastport,Idaho,3302,US-Canada Border,10-2022,Rail Containers Loaded,11642,49.001,-116.181,POINT (-116.181027 49.000555)
Point Roberts,Washington,3017,US-Canada Border,10-2022,Trucks,454,49.002,-123.068,POINT (-123.068055556 49.0020555547)
International Falls,Minnesota,3604,US-Canada Border,10-2022,Truck Containers Empty,569,48.608,-93.401,POINT (-93.401355 48.6078)
Port Huron,Michigan,3802,US-Canada Border,10-2022,Trucks,74163,42.999,-82.424,POINT (-82.423611 42.998611)
St John,North Dakota,3405,US-Canada Border,10-2022,Personal Vehicles,430,48.999,-99.659,POINT (-99.659111 48.999277)
Morgan,Montana,3319,US-Canada Border,10-2022,Truck Containers Loaded,4,49.0,-107.832,POINT (-107.831819 48.999829)
Raymond,Montana,3301,US-Canada Border,10-2022,Pedestrians,77,48.999,-104.574,POINT (-104.574333 48.999194)
Sweetgrass,Montana,3310,US-Canada Border,10-2022,Rail Containers Empty,740,48.998,-111.96,POINT (-111.959611 48.998388)
Porthill,Idaho,3308,US-Canada Border,10-2022,Trucks,207,49.0,-116.499,POINT (-116.49925 48.999861)
Roma,Texas,2310,US-Mexico Border,10-2022,Truck Containers Loaded,2697,26.404,-99.019,POINT (-99.018981 26.403928)
Sumas,Washington,3009,US-Canada Border,10-2022,Pedestrians,1707,49.002,-122.265,POINT (-122.264805 49.002388)
Vanceboro,Maine,105,US-Canada Border,10-2022,Rail Containers Loaded,7926,45.569,-67.429,POINT (-67.428541 45.568761)
Houlton,Maine,106,US-Canada Border,10-2022,Personal Vehicles,12860,46.135,-67.781,POINT (-67.781288 46.134879)
Nighthawk,Washington,3011,US-Canada Border,10-2022,Personal Vehicle Passengers,651,49.0,-119.671,POINT (-119.67103 49.000144)
Wildhorse,Montana,3323,US-Canada Border,10-2022,Trucks,13,48.999,-110.215,POINT (-110.215083 48.999361)
San Ysidro,California,2504,US-Mexico Border,10-2022,Personal Vehicles,1373902,32.543,-117.029,POINT (-117.028761 32.542528)
Noonan,North Dakota,3420,US-Canada Border,10-2022,Buses,1,48.999,-103.004,POINT (-103.004361 48.999333)
Portal,North Dakota,3403,US-Canada Border,10-2022,Personal Vehicles,5615,48.999,-102.552,POINT (-102.551944 48.998944)
Noonan,North Dakota,3420,US-Canada Border,10-2022,Trucks,66,48.999,-103.004,POINT (-103.004361 48.999333)
Derby Line,Vermont,209,US-Canada Border,10-2022,Trucks,7675,45.006,-72.099,POINT (-72.099279 45.005739)
Baudette,Minnesota,3424,US-Canada Border,10-2022,Trucks,196,48.719,-94.59,POINT (-94.590467 48.719109)
Beecher Falls,Vermont,206,US-Canada Border,10-2022,Personal Vehicles,4103,45.013,-71.505,POINT (-71.505309 45.013411)
Del Bonita,Montana,3322,US-Canada Border,10-2022,Personal Vehicle Passengers,1511,48.999,-112.788,POINT (-112.78825 48.998555)
Grand Portage,Minnesota,3613,US-Canada Border,10-2022,Truck Containers Loaded,664,48.001,-89.585,POINT (-89.58515 48.001427)
Blaine,Washington,3004,US-Canada Border,10-2022,Trains,149,48.994,-122.749,POINT (-122.748884 48.994045)
Derby Line,Vermont,209,US-Canada Border,10-2022,Pedestrians,9,45.006,-72.099,POINT (-72.099279 45.005739)
Wildhorse,Montana,3323,US-Canada Border,10-2022,Pedestrians,1,48.999,-110.215,POINT (-110.215083 48.999361)
Hidalgo,Texas,2305,US-Mexico Border,10-2022,Personal Vehicles,371954,26.095,-98.271,POINT (-98.271092 26.095032)
Brownsville,Texas,2301,US-Mexico Border,10-2022,Personal Vehicles,409610,25.952,-97.401,POINT (-97.40067 25.95155)
Richford,Vermont,203,US-Canada Border,10-2022,Trucks,248,45.012,-72.589,POINT (-72.588559 45.01174)
Douglas,Arizona,2601,US-Mexico Border,10-2022,Personal Vehicles,139514,31.334,-109.56,POINT (-109.560344 31.334043)
Trout River,New York,715,US-Canada Border,10-2022,Buses,1,44.992,-74.308,POINT (-74.308172 44.992058)
Houlton,Maine,106,US-Canada Border,10-2022,Pedestrians,62,46.135,-67.781,POINT (-67.781288 46.134879)
Ambrose,North Dakota,3410,US-Canada Border,10-2022,Trucks,1,48.999,-103.487,POINT (-103.486555 48.999305)
Norton,Vermont,211,US-Canada Border,10-2022,Rail Containers Loaded,553,45.011,-71.793,POINT (-71.793219 45.010771)
Del Bonita,Montana,3322,US-Canada Border,10-2022,Personal Vehicles,823,48.999,-112.788,POINT (-112.78825 48.998555)
Maida,North Dakota,3416,US-Canada Border,10-2022,Personal Vehicle Passengers,442,49.0,-98.365,POINT (-98.36525 49.00025)
Warroad,Minnesota,3423,US-Canada Border,10-2022,Truck Containers Empty,180,48.999,-95.377,POINT (-95.376555 48.999)
San Luis,Arizona,2608,US-Mexico Border,10-2022,Personal Vehicle Passengers,490444,32.485,-114.782,POINT (-114.7822222 32.485)
Roma,Texas,2310,US-Mexico Border,10-2022,Personal Vehicles,64485,26.404,-99.019,POINT (-99.018981 26.403928)
Raymond,Montana,3301,US-Canada Border,10-2022,Truck Containers Loaded,1159,48.999,-104.574,POINT (-104.574333 48.999194)
Detroit,Michigan,3801,US-Canada Border,10-2022,Trucks,123450,42.332,-83.048,POINT (-83.047924 42.331685)
Nogales,Arizona,2604,US-Mexico Border,10-2022,Truck Containers Loaded,20050,31.333,-110.943,POINT (-110.942516 31.332839)
Trout River,New York,715,US-Canada Border,10-2022,Rail Containers Loaded,2114,44.992,-74.308,POINT (-74.308172 44.992058)
Eagle Pass,Texas,2303,US-Mexico Border,10-2022,Pedestrians,64807,28.705,-100.512,POINT (-100.511977 28.705483)
Naco,Arizona,2603,US-Mexico Border,10-2022,Personal Vehicles,27178,31.334,-109.948,POINT (-109.948413 31.334084)
Warroad,Minnesota,3423,US-Canada Border,10-2022,Personal Vehicles,5818,48.999,-95.377,POINT (-95.376555 48.999)
Antler,North Dakota,3413,US-Canada Border,10-2022,Personal Vehicles,421,48.999,-101.296,POINT (-101.296055 48.999472)
Blaine,Washington,3004,US-Canada Border,10-2022,Train Passengers,339,48.994,-122.749,POINT (-122.748884 48.994045)
Highgate Springs,Vermont,212,US-Canada Border,10-2022,Personal Vehicles,33304,45.015,-73.085,POINT (-73.085037 45.015414)
Whitlash,Montana,3321,US-Canada Border,10-2022,Truck Containers Empty,1,48.997,-111.258,POINT (-111.257916 48.99725)
Rio Grande City,Texas,2307,US-Mexico Border,10-2022,Truck Containers Empty,749,26.366,-98.803,POINT (-98.802513 26.365761)
Van Buren,Maine,108,US-Canada Border,10-2022,Truck Containers Empty,818,47.16,-67.931,POINT (-67.930799 47.159645)
Rio Grande City,Texas,2307,US-Mexico Border,10-2022,Trucks,3901,26.366,-98.803,POINT (-98.802513 26.365761)
Highgate Springs,Vermont,212,US-Canada Border,10-2022,Truck Containers Empty,1493,45.015,-73.085,POINT (-73.085037 45.015414)
Bridgewater,Maine,127,US-Canada Border,10-2022,Personal Vehicles,1711,46.45,-67.785,POINT (-67.78484 46.450335)
Champlain Rouses Point,New York,712,US-Canada Border,10-2022,Personal Vehicle Passengers,158646,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Hidalgo,Texas,2305,US-Mexico Border,10-2022,Truck Containers Loaded,43325,26.095,-98.271,POINT (-98.271092 26.095032)
Eastport,Idaho,3302,US-Canada Border,10-2022,Rail Containers Empty,631,49.001,-116.181,POINT (-116.181027 49.000555)
Presidio,Texas,2403,US-Mexico Border,10-2022,Personal Vehicle Passengers,107214,29.562,-104.395,POINT (-104.394907 29.561827)
Grand Portage,Minnesota,3613,US-Canada Border,10-2022,Bus Passengers,124,48.001,-89.585,POINT (-89.58515 48.001427)
Bar Harbor,Maine,112,US-Canada Border,10-2022,Personal Vehicles,465,44.4,-68.225,POINT (-68.224722 44.399722)
Nighthawk,Washington,3011,US-Canada Border,10-2022,Personal Vehicles,395,49.0,-119.671,POINT (-119.67103 49.000144)
Scobey,Montana,3309,US-Canada Border,10-2022,Truck Containers Loaded,3,49.0,-105.408,POINT (-105.407638 48.999527)
Buffalo Niagara Falls,New York,901,US-Canada Border,10-2022,Buses,567,43.095,-79.056,POINT (-79.055847 43.09549)
Metaline Falls,Washington,3025,US-Canada Border,10-2022,Personal Vehicles,1328,49.0,-117.299,POINT (-117.299444 48.999972)
Algonac,Michigan,3814,US-Canada Border,10-2022,Personal Vehicle Passengers,5050,42.618,-82.531,POINT (-82.5311 42.6183)
Norton,Vermont,211,US-Canada Border,10-2022,Train Passengers,28,45.011,-71.793,POINT (-71.793219 45.010771)
Massena,New York,704,US-Canada Border,10-2022,Personal Vehicle Passengers,110516,44.991,-74.74,POINT (-74.739722 44.990556)
Boundary,Washington,3015,US-Canada Border,10-2022,Trains,20,49.001,-117.628,POINT (-117.627583 49.00075)
Richford,Vermont,203,US-Canada Border,10-2022,Truck Containers Loaded,90,45.012,-72.589,POINT (-72.588559 45.01174)
International Falls,Minnesota,3604,US-Canada Border,10-2022,Trucks,1428,48.608,-93.401,POINT (-93.401355 48.6078)
Santa Teresa,New Mexico,2408,US-Mexico Border,10-2022,Truck Containers Empty,4153,31.784,-106.679,POINT (-106.679437 31.783939)
Danville,Washington,3012,US-Canada Border,10-2022,Personal Vehicles,1178,49.0,-118.504,POINT (-118.503722 49.000083)
Van Buren,Maine,108,US-Canada Border,10-2022,Trucks,1600,47.16,-67.931,POINT (-67.930799 47.159645)
Pinecreek,Minnesota,3425,US-Canada Border,10-2022,Truck Containers Empty,6,49.0,-95.978,POINT (-95.977694 48.999916)
Boundary,Washington,3015,US-Canada Border,10-2022,Personal Vehicle Passengers,2251,49.001,-117.628,POINT (-117.627583 49.00075)
Oroville,Washington,3019,US-Canada Border,10-2022,Truck Containers Empty,906,49.0,-119.462,POINT (-119.461833 49.000083)
Lancaster,Minnesota,3430,US-Canada Border,10-2022,Personal Vehicles,1083,49.0,-96.801,POINT (-96.800527 49.000194)
Fort Fairfield,Maine,107,US-Canada Border,10-2022,Personal Vehicles,5149,46.765,-67.789,POINT (-67.789471 46.765323)
Douglas,Arizona,2601,US-Mexico Border,10-2022,Truck Containers Empty,1012,31.334,-109.56,POINT (-109.560344 31.334043)
Turner,Montana,3306,US-Canada Border,10-2022,Trucks,34,49.0,-108.388,POINT (-108.387916 48.999527)
Laurier,Washington,3016,US-Canada Border,10-2022,Personal Vehicle Passengers,3199,49.0,-118.224,POINT (-118.223777 49.000083)
Port Huron,Michigan,3802,US-Canada Border,10-2022,Truck Containers Loaded,62819,42.999,-82.424,POINT (-82.423611 42.998611)
Calais,Maine,115,US-Canada Border,10-2022,Personal Vehicle Passengers,60151,45.189,-67.275,POINT (-67.275381 45.188548)
Derby Line,Vermont,209,US-Canada Border,10-2022,Buses,67,45.006,-72.099,POINT (-72.099279 45.005739)
Sweetgrass,Montana,3310,US-Canada Border,10-2022,Personal Vehicle Passengers,33984,48.998,-111.96,POINT (-111.959611 48.998388)
San Luis,Arizona,2608,US-Mexico Border,10-2022,Truck Containers Loaded,2140,32.485,-114.782,POINT (-114.7822222 32.485)
Dunseith,North Dakota,3422,US-Canada Border,10-2022,Truck Containers Loaded,1676,48.999,-100.052,POINT (-100.052166 48.999277)
Neche,North Dakota,3404,US-Canada Border,10-2022,Personal Vehicle Passengers,1404,49.001,-97.557,POINT (-97.557333 49.000527)
Detroit,Michigan,3801,US-Canada Border,10-2022,Rail Containers Loaded,8042,42.332,-83.048,POINT (-83.047924 42.331685)
Carbury,North Dakota,3421,US-Canada Border,10-2022,Truck Containers Empty,41,48.999,-100.556,POINT (-100.555805 48.999416)
Tecate,California,2505,US-Mexico Border,10-2022,Personal Vehicle Passengers,158651,32.576,-116.626,POINT (-116.626216 32.576428)
El Paso,Texas,2402,US-Mexico Border,10-2022,Buses,835,31.764,-106.451,POINT (-106.451188 31.764363)
Hansboro,North Dakota,3415,US-Canada Border,10-2022,Trucks,28,49.0,-99.347,POINT (-99.346527 48.999583)
Nogales,Arizona,2604,US-Mexico Border,10-2022,Rail Containers Empty,2271,31.333,-110.943,POINT (-110.942516 31.332839)
Buffalo Niagara Falls,New York,901,US-Canada Border,10-2022,Truck Containers Loaded,59455,43.095,-79.056,POINT (-79.055847 43.09549)
Westhope,North Dakota,3419,US-Canada Border,10-2022,Personal Vehicle Passengers,638,49.0,-101.017,POINT (-101.017277 48.999611)
Maida,North Dakota,3416,US-Canada Border,10-2022,Truck Containers Empty,68,49.0,-98.365,POINT (-98.36525 49.00025)
Ferry,Washington,3013,US-Canada Border,10-2022,Personal Vehicle Passengers,1201,49.0,-118.761,POINT (-118.761166 49.000083)
Limestone,Maine,118,US-Canada Border,10-2022,Trucks,207,46.925,-67.79,POINT (-67.789597 46.924555)
Ogdensburg,New York,701,US-Canada Border,10-2022,Bus Passengers,428,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Buffalo Niagara Falls,New York,901,US-Canada Border,10-2022,Rail Containers Empty,2859,43.095,-79.056,POINT (-79.055847 43.09549)
Richford,Vermont,203,US-Canada Border,10-2022,Rail Containers Empty,7,45.012,-72.589,POINT (-72.588559 45.01174)
Alexandria Bay,New York,708,US-Canada Border,10-2022,Personal Vehicle Passengers,87717,44.347,-75.984,POINT (-75.983592 44.347229)
Fortuna,North Dakota,3417,US-Canada Border,10-2022,Personal Vehicle Passengers,1472,49.0,-103.809,POINT (-103.80925 48.999555)
Westhope,North Dakota,3419,US-Canada Border,10-2022,Personal Vehicles,337,49.0,-101.017,POINT (-101.017277 48.999611)
Jackman,Maine,104,US-Canada Border,10-2022,Personal Vehicles,9258,45.806,-70.397,POINT (-70.396722 45.805661)
Portal,North Dakota,3403,US-Canada Border,10-2022,Buses,7,48.999,-102.552,POINT (-102.551944 48.998944)
Blaine,Washington,3004,US-Canada Border,10-2022,Bus Passengers,10185,48.994,-122.749,POINT (-122.748884 48.994045)
Skagway,Alaska,3103,US-Canada Border,10-2022,Bus Passengers,473,59.63,-135.164,POINT (-135.164444 59.629722)
Northgate,North Dakota,3406,US-Canada Border,10-2022,Rail Containers Empty,76,48.999,-102.275,POINT (-102.27475 48.998833)
Calexico East,California,2507,US-Mexico Border,10-2022,Bus Passengers,357,32.673,-115.388,POINT (-115.388018 32.673389)
San Ysidro,California,2504,US-Mexico Border,10-2022,Pedestrians,246257,32.543,-117.029,POINT (-117.028761 32.542528)
International Falls,Minnesota,3604,US-Canada Border,10-2022,Bus Passengers,172,48.608,-93.401,POINT (-93.401355 48.6078)
Hansboro,North Dakota,3415,US-Canada Border,10-2022,Personal Vehicles,316,49.0,-99.347,POINT (-99.346527 48.999583)
Eastport,Idaho,3302,US-Canada Border,10-2022,Truck Containers Empty,1252,49.001,-116.181,POINT (-116.181027 49.000555)
San Luis,Arizona,2608,US-Mexico Border,10-2022,Bus Passengers,12,32.485,-114.782,POINT (-114.7822222 32.485)
Otay Mesa,California,2506,US-Mexico Border,10-2022,Truck Containers Loaded,74757,32.55,-116.939,POINT (-116.938538 32.55033)
Metaline Falls,Washington,3025,US-Canada Border,10-2022,Buses,2,49.0,-117.299,POINT (-117.299444 48.999972)
Piegan,Montana,3316,US-Canada Border,10-2022,Truck Containers Loaded,136,48.998,-113.379,POINT (-113.378777 48.998083)
Sault Sainte Marie,Michigan,3803,US-Canada Border,10-2022,Rail Containers Empty,1484,46.509,-84.361,POINT (-84.360833 46.508611)
Ysleta,Texas,2401,US-Mexico Border,10-2022,Trucks,55033,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Laredo,Texas,2304,US-Mexico Border,10-2022,Rail Containers Loaded,27894,27.5,-99.507,POINT (-99.507412 27.499561)
Lukeville,Arizona,2602,US-Mexico Border,10-2022,Personal Vehicles,44455,31.88,-112.817,POINT (-112.817077 31.880195)
Progreso,Texas,2309,US-Mexico Border,10-2022,Personal Vehicles,106783,26.062,-97.95,POINT (-97.949958 26.062133)
Port Huron,Michigan,3802,US-Canada Border,10-2022,Rail Containers Empty,16936,42.999,-82.424,POINT (-82.423611 42.998611)
Calexico East,California,2507,US-Mexico Border,10-2022,Rail Containers Loaded,41,32.673,-115.388,POINT (-115.388018 32.673389)
